movieId,title,genres,genre_list,genre_text,clean_title,year,tag_text,content_text
5178,Fun (1994),Crime|Drama,"['Crime', 'Drama']",crime drama,Fun,1994.0,,crime drama crime drama
5181,Hangar 18 (1980),Action|Sci-Fi|Thriller,"['Action', 'Sci-Fi', 'Thriller']",action scifi thriller,Hangar 18,1980.0,,action scifi thriller action scifi thriller
5187,Hopscotch (1980),Comedy,['Comedy'],comedy,Hopscotch,1980.0,,comedy comedy
5189,Humanoids from the Deep (1980),Horror|Sci-Fi,"['Horror', 'Sci-Fi']",horror scifi,Humanoids from the Deep,1980.0,,horror scifi horror scifi
5197,Little Darlings (1980),Drama,['Drama'],drama,Little Darlings,1980.0,,drama drama
5198,"Long Good Friday, The (1980)",Drama|Thriller,"['Drama', 'Thriller']",drama thriller,"Long Good Friday, The",1980.0,,drama thriller drama thriller
5202,Mon oncle d'Amérique (1980),Drama,['Drama'],drama,Mon oncle d'Amérique,1980.0,,drama drama
5205,Motel Hell (1980),Comedy|Horror,"['Comedy', 'Horror']",comedy horror,Motel Hell,1980.0,,comedy horror comedy horror
5209,Ffolkes (1979),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",action adventure thriller,Ffolkes,1979.0,,action adventure thriller action adventure thriller
5212,"Octagon, The (1980)",Action,['Action'],action,"Octagon, The",1980.0,,action action
5213,"Oh, God! Book II (1980)",Comedy,['Comedy'],comedy,"Oh, God! Book II",1980.0,religion,comedy comedy religion
5214,"Oh, God! (1977)",Comedy|Fantasy,"['Comedy', 'Fantasy']",comedy fantasy,"Oh, God!",1977.0,,comedy fantasy comedy fantasy
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,"['Adventure', 'Animation', 'Children', 'Comedy']",adventure animation children comedy,Ice Age,2002.0,,adventure animation children comedy adventure animation children comedy
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",action horror scifi thriller,Resident Evil,2002.0,,action horror scifi thriller action horror scifi thriller
5220,Showtime (2002),Action|Comedy,"['Action', 'Comedy']",action comedy,Showtime,2002.0,,action comedy action comedy
5221,Harrison's Flowers (2000),Drama,['Drama'],drama,Harrison's Flowers,2000.0,,drama drama
5222,Kissing Jessica Stein (2001),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Kissing Jessica Stein,2001.0,,comedy romance comedy romance
5224,Promises (2001),Documentary,['Documentary'],documentary,Promises,2001.0,,documentary documentary
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,"['Drama', 'Romance']",drama romance,And Your Mother Too (Y tu mamá también),2001.0,,drama romance drama romance
5226,All the Right Moves (1983),Drama|Romance,"['Drama', 'Romance']",drama romance,All the Right Moves,1983.0,,drama romance drama romance
5231,Road to Morocco (1942),Comedy,['Comedy'],comedy,Road to Morocco,1942.0,,comedy comedy
5237,Taps (1981),Drama,['Drama'],drama,Taps,1981.0,,drama drama
5238,Return of the Secaucus 7 (1980),Drama,['Drama'],drama,Return of the Secaucus 7,1980.0,,drama drama
5239,Rude Boy (1980),Documentary|Drama,"['Documentary', 'Drama']",documentary drama,Rude Boy,1980.0,,documentary drama documentary drama
5240,Running Scared (1980),Action|Drama,"['Action', 'Drama']",action drama,Running Scared,1980.0,,action drama action drama
5241,Seems Like Old Times (1980),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Seems Like Old Times,1980.0,,comedy romance comedy romance
5244,Shogun Assassin (1980),Action|Adventure,"['Action', 'Adventure']",action adventure,Shogun Assassin,1980.0,,action adventure action adventure
5246,Smokey and the Bandit II (1980),Action|Comedy,"['Action', 'Comedy']",action comedy,Smokey and the Bandit II,1980.0,,action comedy action comedy
5247,Smokey and the Bandit (1977),Action|Comedy,"['Action', 'Comedy']",action comedy,Smokey and the Bandit,1977.0,,action comedy action comedy
5248,Smokey and the Bandit III (1983),Action|Comedy,"['Action', 'Comedy']",action comedy,Smokey and the Bandit III,1983.0,,action comedy action comedy
5250,Stir Crazy (1980),Comedy,['Comedy'],comedy,Stir Crazy,1980.0,,comedy comedy
5254,Blade II (2002),Action|Horror|Thriller,"['Action', 'Horror', 'Thriller']",action horror thriller,Blade II,2002.0,great movie wesley snipes,action horror thriller action horror thriller great movie wesley snipes
5255,Sorority Boys (2002),Comedy,['Comedy'],comedy,Sorority Boys,2002.0,,comedy comedy
5256,Stolen Summer (2002),Drama,['Drama'],drama,Stolen Summer,2002.0,,drama drama
5258,George Washington (2000),Drama,['Drama'],drama,George Washington,2000.0,,drama drama
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action adventure scifi thriller,Clockstoppers,2002.0,,action adventure scifi thriller action adventure scifi thriller
5265,Death to Smoochy (2002),Comedy|Crime|Drama,"['Comedy', 'Crime', 'Drama']",comedy crime drama,Death to Smoochy,2002.0,,comedy crime drama comedy crime drama
5266,Panic Room (2002),Thriller,['Thriller'],thriller,Panic Room,2002.0,crime,thriller thriller crime
5267,"Rookie, The (2002)",Drama,['Drama'],drama,"Rookie, The",2002.0,,drama drama
5268,No Such Thing (2001),Drama|Fantasy|Romance,"['Drama', 'Fantasy', 'Romance']",drama fantasy romance,No Such Thing,2001.0,,drama fantasy romance drama fantasy romance
5269,"Piano Teacher, The (La pianiste) (2001)",Drama,['Drama'],drama,"Piano Teacher, The (La pianiste)",2001.0,,drama drama
5272,Time Out (L'emploi du temps) (2001),Drama,['Drama'],drama,Time Out (L'emploi du temps),2001.0,,drama drama
5275,Boxcar Bertha (1972),Drama,['Drama'],drama,Boxcar Bertha,1972.0,,drama drama
5278,Fraternity Vacation (1985),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Fraternity Vacation,1985.0,,comedy romance comedy romance
5279,Impromptu (1991),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Impromptu,1991.0,,comedy romance comedy romance
5282,High Crimes (2002),Thriller,['Thriller'],thriller,High Crimes,2002.0,,thriller thriller
5283,National Lampoon's Van Wilder (2002),Comedy,['Comedy'],comedy,National Lampoon's Van Wilder,2002.0,,comedy comedy
5284,Crush (2001),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Crush,2001.0,,comedy romance comedy romance
5285,Lucky Break (2001),Comedy|Crime,"['Comedy', 'Crime']",comedy crime,Lucky Break,2001.0,,comedy crime comedy crime
5288,"Atomic Cafe, The (1982)",Documentary|War,"['Documentary', 'War']",documentary war,"Atomic Cafe, The",1982.0,,documentary war documentary war
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,"['Crime', 'Drama', 'Mystery']",crime drama mystery,Rashomon (Rashômon),1950.0,black and white samurai samurai,crime drama mystery crime drama mystery black and white samurai samurai
5292,Slap Shot (1977),Comedy,['Comedy'],comedy,Slap Shot,1977.0,,comedy comedy
5293,Changing Lanes (2002),Drama|Thriller,"['Drama', 'Thriller']",drama thriller,Changing Lanes,2002.0,,drama thriller drama thriller
5294,Frailty (2001),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",crime drama thriller,Frailty,2001.0,religion,crime drama thriller crime drama thriller religion
5296,"Sweetest Thing, The (2002)",Comedy|Romance,"['Comedy', 'Romance']",comedy romance,"Sweetest Thing, The",2002.0,,comedy romance comedy romance
5297,"Cat's Meow, The (2002)",Drama|Thriller,"['Drama', 'Thriller']",drama thriller,"Cat's Meow, The",2002.0,,drama thriller drama thriller
5298,Human Nature (2001),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Human Nature,2001.0,,comedy romance comedy romance
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,My Big Fat Greek Wedding,2002.0,,comedy romance comedy romance
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,"['Action', 'Adventure', 'Drama', 'Thriller', 'Western']",action adventure drama thriller western,3:10 to Yuma,1957.0,,action adventure drama thriller western action adventure drama thriller western
5303,Joe Versus the Volcano (1990),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Joe Versus the Volcano,1990.0,,comedy romance comedy romance
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,"['Drama', 'War']",drama war,"Rome, Open City (a.k.a. Open City) (Roma, città aperta)",1945.0,,drama war drama war
5307,Taking Care of Business (1990),Comedy,['Comedy'],comedy,Taking Care of Business,1990.0,,comedy comedy
5308,Three Men and a Baby (1987),Comedy,['Comedy'],comedy,Three Men and a Baby,1987.0,,comedy comedy
5309,Three Men and a Little Lady (1990),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Three Men and a Little Lady,1990.0,,comedy romance comedy romance
5311,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller,"['Children', 'Horror', 'Mystery', 'Thriller']",children horror mystery thriller,"Watcher in the Woods, The",1980.0,,children horror mystery thriller children horror mystery thriller
5312,Murder by Numbers (2002),Crime|Thriller,"['Crime', 'Thriller']",crime thriller,Murder by Numbers,2002.0,,crime thriller crime thriller
5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller,"['Action', 'Adventure', 'Fantasy', 'Thriller']",action adventure fantasy thriller,The Scorpion King,2002.0,,action adventure fantasy thriller action adventure fantasy thriller
5316,Enigma (2001),Romance|Thriller,"['Romance', 'Thriller']",romance thriller,Enigma,2001.0,world war ii,romance thriller romance thriller world war ii
5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller,"['Crime', 'Thriller']",crime thriller,Nine Queens (Nueve reinas),2000.0,,crime thriller crime thriller
5321,"Triumph of Love, The (2001)",Comedy,['Comedy'],comedy,"Triumph of Love, The",2001.0,,comedy comedy
5322,World Traveler (2001),Drama,['Drama'],drama,World Traveler,2001.0,,drama drama
5323,Jason X (2002),Horror|Sci-Fi|Thriller,"['Horror', 'Sci-Fi', 'Thriller']",horror scifi thriller,Jason X,2002.0,,horror scifi thriller horror scifi thriller
5324,Life or Something Like It (2002),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Life or Something Like It,2002.0,,comedy romance comedy romance
5325,Dogtown and Z-Boyz (2001),Documentary,['Documentary'],documentary,Dogtown and Z-Boyz,2001.0,,documentary documentary
5328,Rain (2001),Drama|Romance,"['Drama', 'Romance']",drama romance,Rain,2001.0,,drama romance drama romance
5329,"Salton Sea, The (2002)",Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",crime drama thriller,"Salton Sea, The",2002.0,,crime drama thriller crime drama thriller
5333,Bob le Flambeur (1955),Crime|Drama,"['Crime', 'Drama']",crime drama,Bob le Flambeur,1955.0,,crime drama crime drama
5334,Cadillac Man (1990),Comedy|Crime,"['Comedy', 'Crime']",comedy crime,Cadillac Man,1990.0,,comedy crime comedy crime
5337,Delirious (1991),Comedy,['Comedy'],comedy,Delirious,1991.0,,comedy comedy
5338,Full Moon in Blue Water (1988),Drama,['Drama'],drama,Full Moon in Blue Water,1988.0,,drama drama
5339,Husbands and Wives (1992),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Husbands and Wives,1992.0,,comedy drama comedy drama
5341,Lenny (1974),Drama,['Drama'],drama,Lenny,1974.0,,drama drama
5345,Triumph of the Spirit (1989),Drama,['Drama'],drama,Triumph of the Spirit,1989.0,,drama drama
5346,Wild Orchid (1990),Drama|Romance,"['Drama', 'Romance']",drama romance,Wild Orchid,1990.0,,drama romance drama romance
5347,Deuces Wild (2002),Drama,['Drama'],drama,Deuces Wild,2002.0,,drama drama
5348,Hollywood Ending (2002),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Hollywood Ending,2002.0,,comedy drama comedy drama
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",action adventure scifi thriller,Spider-Man,2002.0,superhero,action adventure scifi thriller action adventure scifi thriller superhero
5353,Butterflies Are Free (1972),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Butterflies Are Free,1972.0,blind,comedy drama comedy drama blind
5356,"Giant Spider Invasion, The (1975)",Horror|Sci-Fi,"['Horror', 'Sci-Fi']",horror scifi,"Giant Spider Invasion, The",1975.0,,horror scifi horror scifi
5357,Iron Will (1994),Adventure,['Adventure'],adventure,Iron Will,1994.0,,adventure adventure
5358,Mountains of the Moon (1990),Adventure,['Adventure'],adventure,Mountains of the Moon,1990.0,,adventure adventure
5361,White Fang (1991),Adventure,['Adventure'],adventure,White Fang,1991.0,,adventure adventure
5363,"New Guy, The (2002)",Comedy,['Comedy'],comedy,"New Guy, The",2002.0,,comedy comedy
5364,Unfaithful (2002),Drama|Thriller,"['Drama', 'Thriller']",drama thriller,Unfaithful,2002.0,,drama thriller drama thriller
5365,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",Drama|Romance,"['Drama', 'Romance']",drama romance,"Lady and the Duke, The (Anglaise et le duc, L')",2001.0,,drama romance drama romance
5372,Calamity Jane (1953),Musical|Western,"['Musical', 'Western']",musical western,Calamity Jane,1953.0,,musical western musical western
5373,"Cranes Are Flying, The (Letyat zhuravli) (1957)",Drama|Romance|War,"['Drama', 'Romance', 'War']",drama romance war,"Cranes Are Flying, The (Letyat zhuravli)",1957.0,,drama romance war drama romance war
5375,"Harvey Girls, The (1946)",Comedy|Musical|Western,"['Comedy', 'Musical', 'Western']",comedy musical western,"Harvey Girls, The",1946.0,,comedy musical western comedy musical western
5377,About a Boy (2002),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,About a Boy,2002.0,nick hornby,comedy drama romance comedy drama romance nick hornby
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,"['Action', 'Adventure', 'Sci-Fi', 'IMAX']",action adventure scifi imax,Star Wars: Episode II - Attack of the Clones,2002.0,,action adventure scifi imax action adventure scifi imax
5379,"Believer, The (2001)",Drama,['Drama'],drama,"Believer, The",2001.0,anti-semitism judaism,drama drama anti-semitism judaism
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,"Importance of Being Earnest, The",2002.0,,comedy drama romance comedy drama romance
5382,Every Which Way But Loose (1978),Comedy,['Comedy'],comedy,Every Which Way But Loose,1978.0,,comedy comedy
5384,I Want to Live! (1958),Crime|Drama,"['Crime', 'Drama']",crime drama,I Want to Live!,1958.0,,crime drama crime drama
5385,"Last Waltz, The (1978)",Documentary,['Documentary'],documentary,"Last Waltz, The",1978.0,,documentary documentary
5387,Enough (2002),Drama|Thriller,"['Drama', 'Thriller']",drama thriller,Enough,2002.0,,drama thriller drama thriller
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",action crime drama mystery thriller,Insomnia,2002.0,al pacino atmospheric hilary swank robin williams atmospheric insomnia thought-provoking,action crime drama mystery thriller action crime drama mystery thriller al pacino atmospheric hilary swank robin williams atmospheric insomnia thought-provoking
5389,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western,"['Adventure', 'Animation', 'Children', 'Western']",adventure animation children western,Spirit: Stallion of the Cimarron,2002.0,,adventure animation children western adventure animation children western
5390,CQ (2001),Drama,['Drama'],drama,CQ,2001.0,,drama drama
5391,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),Drama,['Drama'],drama,Thirteen Conversations About One Thing (a.k.a. 13 Conversations),2001.0,,drama drama
5397,Monkey Business (1952),Comedy|Sci-Fi,"['Comedy', 'Sci-Fi']",comedy scifi,Monkey Business,1952.0,,comedy scifi comedy scifi
5398,Requiem for a Heavyweight (1962),Drama,['Drama'],drama,Requiem for a Heavyweight,1962.0,boxing,drama drama boxing
5400,"Sum of All Fears, The (2002)",Drama|Thriller,"['Drama', 'Thriller']",drama thriller,"Sum of All Fears, The",2002.0,,drama thriller drama thriller
5401,Undercover Brother (2002),Comedy,['Comedy'],comedy,Undercover Brother,2002.0,,comedy comedy
5404,84 Charing Cross Road (1987),Drama|Romance,"['Drama', 'Romance']",drama romance,84 Charing Cross Road,1987.0,books,drama romance drama romance books
5409,Rapid Fire (1992),Action,['Action'],action,Rapid Fire,1992.0,,action action
5410,Silent Running (1972),Drama|Sci-Fi,"['Drama', 'Sci-Fi']",drama scifi,Silent Running,1972.0,,drama scifi drama scifi
5414,Bad Company (2002),Action|Comedy|Crime,"['Action', 'Comedy', 'Crime']",action comedy crime,Bad Company,2002.0,,action comedy crime action comedy crime
5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Divine Secrets of the Ya-Ya Sisterhood,2002.0,,comedy drama comedy drama
5416,Cherish (2002),Comedy|Drama|Thriller,"['Comedy', 'Drama', 'Thriller']",comedy drama thriller,Cherish,2002.0,,comedy drama thriller comedy drama thriller
5417,"Fast Runner, The (Atanarjuat) (2001)",Drama|Fantasy,"['Drama', 'Fantasy']",drama fantasy,"Fast Runner, The (Atanarjuat)",2001.0,,drama fantasy drama fantasy
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,"['Action', 'Mystery', 'Thriller']",action mystery thriller,"Bourne Identity, The",2002.0,,action mystery thriller action mystery thriller
5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Mystery']",adventure children comedy fantasy mystery,Scooby-Doo,2002.0,,adventure children comedy fantasy mystery adventure children comedy fantasy mystery
5420,Windtalkers (2002),Action|Drama|War,"['Action', 'Drama', 'War']",action drama war,Windtalkers,2002.0,,action drama war action drama war
5421,"Dangerous Lives of Altar Boys, The (2002)",Drama,['Drama'],drama,"Dangerous Lives of Altar Boys, The",2002.0,,drama drama
5422,"Emperor's New Clothes, The (2001)",Comedy,['Comedy'],comedy,"Emperor's New Clothes, The",2001.0,,comedy comedy
5423,Gangster No. 1 (2000),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",action crime thriller,Gangster No. 1,2000.0,,action crime thriller action crime thriller
5424,Harvard Man (2001),Crime|Drama|Romance|Thriller,"['Crime', 'Drama', 'Romance', 'Thriller']",crime drama romance thriller,Harvard Man,2001.0,,crime drama romance thriller crime drama romance thriller
5425,Dark Blue World (Tmavomodrý svet) (2001),Drama|War,"['Drama', 'War']",drama war,Dark Blue World (Tmavomodrý svet),2001.0,,drama war drama war
5427,Caveman (1981),Comedy,['Comedy'],comedy,Caveman,1981.0,,comedy comedy
5428,Cheech & Chong's The Corsican Brothers (1984),Comedy,['Comedy'],comedy,Cheech & Chong's The Corsican Brothers,1984.0,,comedy comedy
5433,Silver Bullet (Stephen King's Silver Bullet) (1985),Adventure|Drama|Horror|Mystery|Thriller,"['Adventure', 'Drama', 'Horror', 'Mystery', 'Thriller']",adventure drama horror mystery thriller,Silver Bullet (Stephen King's Silver Bullet),1985.0,,adventure drama horror mystery thriller adventure drama horror mystery thriller
5434,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller,"['Drama', 'Film-Noir', 'Thriller']",drama filmnoir thriller,"Sorry, Wrong Number",1948.0,,drama filmnoir thriller drama filmnoir thriller
5435,Hombre (1967),Western,['Western'],western,Hombre,1967.0,,western western
5437,"Manhattan Project, The (1986)",Comedy|Sci-Fi|Thriller,"['Comedy', 'Sci-Fi', 'Thriller']",comedy scifi thriller,"Manhattan Project, The",1986.0,,comedy scifi thriller comedy scifi thriller
5438,Men at Work (1990),Action|Comedy,"['Action', 'Comedy']",action comedy,Men at Work,1990.0,,action comedy action comedy
5440,She Wore a Yellow Ribbon (1949),Western,['Western'],western,She Wore a Yellow Ribbon,1949.0,,western western
5442,V. I. Warshawski (1991),Action|Comedy|Crime,"['Action', 'Comedy', 'Crime']",action comedy crime,V. I. Warshawski,1991.0,,action comedy crime action comedy crime
5443,Juwanna Mann (2002),Comedy,['Comedy'],comedy,Juwanna Mann,2002.0,,comedy comedy
5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi,"['Adventure', 'Animation', 'Children', 'Sci-Fi']",adventure animation children scifi,Lilo & Stitch,2002.0,,adventure animation children scifi adventure animation children scifi
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,"['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",action crime mystery scifi thriller,Minority Report,2002.0,future,action crime mystery scifi thriller action crime mystery scifi thriller future
5446,Rabbit-Proof Fence (2002),Adventure|Drama,"['Adventure', 'Drama']",adventure drama,Rabbit-Proof Fence,2002.0,australia,adventure drama adventure drama australia
5447,Sunshine State (2002),Drama,['Drama'],drama,Sunshine State,2002.0,,drama drama
5448,Hey Arnold! The Movie (2002),Adventure|Animation|Children|Comedy,"['Adventure', 'Animation', 'Children', 'Comedy']",adventure animation children comedy,Hey Arnold! The Movie,2002.0,,adventure animation children comedy adventure animation children comedy
5449,Mr. Deeds (2002),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Mr. Deeds,2002.0,,comedy romance comedy romance
5450,Lovely & Amazing (2001),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,Lovely & Amazing,2001.0,sisterhood women,comedy drama romance comedy drama romance sisterhood women
5451,Pumpkin (2002),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,Pumpkin,2002.0,disability mental illness,comedy drama romance comedy drama romance disability mental illness
5452,Look Who's Talking Now (1993),Children|Comedy|Romance,"['Children', 'Comedy', 'Romance']",children comedy romance,Look Who's Talking Now,1993.0,,children comedy romance children comedy romance
5454,Mo' Money (1992),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,Mo' Money,1992.0,,comedy romance comedy romance
5455,"Object of Beauty, The (1991)",Comedy|Drama,"['Comedy', 'Drama']",comedy drama,"Object of Beauty, The",1991.0,,comedy drama comedy drama
5456,Wagons East (1994),Comedy|Western,"['Comedy', 'Western']",comedy western,Wagons East,1994.0,,comedy western comedy western
5458,Like Mike (2002),Children|Comedy|Fantasy,"['Children', 'Comedy', 'Fantasy']",children comedy fantasy,Like Mike,2002.0,,children comedy fantasy children comedy fantasy
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,"['Action', 'Comedy', 'Sci-Fi']",action comedy scifi,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),2002.0,crappy sequel first was much better sequel,action comedy scifi action comedy scifi crappy sequel first was much better sequel
5460,"Powerpuff Girls, The (2002)",Action|Animation|Children|Comedy,"['Action', 'Animation', 'Children', 'Comedy']",action animation children comedy,"Powerpuff Girls, The",2002.0,,action animation children comedy action animation children comedy
5461,Me Without You (2001),Comedy|Drama,"['Comedy', 'Drama']",comedy drama,Me Without You,2001.0,,comedy drama comedy drama
5462,"Crocodile Hunter: Collision Course, The (2002)",Adventure|Comedy,"['Adventure', 'Comedy']",adventure comedy,"Crocodile Hunter: Collision Course, The",2002.0,,adventure comedy adventure comedy
5463,Reign of Fire (2002),Action|Adventure|Fantasy,"['Action', 'Adventure', 'Fantasy']",action adventure fantasy,Reign of Fire,2002.0,,action adventure fantasy action adventure fantasy
5464,Road to Perdition (2002),Crime|Drama,"['Crime', 'Drama']",crime drama,Road to Perdition,2002.0,cinematography tom hanks,crime drama crime drama cinematography tom hanks
5465,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",crime drama thriller,All About Lily Chou-Chou (Riri Shushu no subete),2001.0,,crime drama thriller crime drama thriller
5466,My Wife is an Actress (Ma Femme est une Actrice) (2001),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,My Wife is an Actress (Ma Femme est une Actrice),2001.0,,comedy drama romance comedy drama romance
5468,20 Million Miles to Earth (1957),Sci-Fi,['Sci-Fi'],scifi,20 Million Miles to Earth,1957.0,,scifi scifi
5470,The Importance of Being Earnest (1952),Comedy|Romance,"['Comedy', 'Romance']",comedy romance,The Importance of Being Earnest,1952.0,oscar wilde,comedy romance comedy romance oscar wilde
5471,Perfect (1985),Drama|Romance,"['Drama', 'Romance']",drama romance,Perfect,1985.0,,drama romance drama romance
5472,1776 (1972),Children|Drama|Musical,"['Children', 'Drama', 'Musical']",children drama musical,1776,1972.0,,children drama musical children drama musical
5475,Z (1969),Drama|Mystery|Thriller,"['Drama', 'Mystery', 'Thriller']",drama mystery thriller,Z,1969.0,,drama mystery thriller drama mystery thriller
5476,Halloween: Resurrection (Halloween 8) (2002),Horror|Thriller,"['Horror', 'Thriller']",horror thriller,Halloween: Resurrection (Halloween 8),2002.0,,horror thriller horror thriller
5477,Sex and Lucia (Lucía y el sexo) (2001),Drama|Romance,"['Drama', 'Romance']",drama romance,Sex and Lucia (Lucía y el sexo),2001.0,,drama romance drama romance
5478,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi,"['Action', 'Comedy', 'Horror', 'Sci-Fi']",action comedy horror scifi,Eight Legged Freaks,2002.0,,action comedy horror scifi action comedy horror scifi
5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller,"['Action', 'Adventure', 'Drama', 'Thriller']",action adventure drama thriller,K-19: The Widowmaker,2002.0,,action adventure drama thriller action adventure drama thriller
5480,Stuart Little 2 (2002),Children|Comedy,"['Children', 'Comedy']",children comedy,Stuart Little 2,2002.0,,children comedy children comedy
5481,Austin Powers in Goldmember (2002),Comedy,['Comedy'],comedy,Austin Powers in Goldmember,2002.0,,comedy comedy
5483,"Kid Stays in the Picture, The (2002)",Documentary,['Documentary'],documentary,"Kid Stays in the Picture, The",2002.0,movie business,documentary documentary movie business
5485,Tadpole (2002),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,Tadpole,2002.0,,comedy drama romance comedy drama romance
5486,Who Is Cletis Tout? (2001),Comedy,['Comedy'],comedy,Who Is Cletis Tout?,2001.0,,comedy comedy
5489,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht) (1979),Horror,['Horror'],horror,Nosferatu the Vampyre (Nosferatu: Phantom der Nacht),1979.0,,horror horror
5490,The Big Bus (1976),Action|Comedy,"['Action', 'Comedy']",action comedy,The Big Bus,1976.0,,action comedy action comedy
5493,In Like Flint (1967),Action|Adventure|Comedy,"['Action', 'Adventure', 'Comedy']",action adventure comedy,In Like Flint,1967.0,,action adventure comedy action adventure comedy
5497,Our Man Flint (1965),Adventure|Comedy|Sci-Fi,"['Adventure', 'Comedy', 'Sci-Fi']",adventure comedy scifi,Our Man Flint,1965.0,,adventure comedy scifi adventure comedy scifi
5498,Red Beard (Akahige) (1965),Drama,['Drama'],drama,Red Beard (Akahige),1965.0,,drama drama
5499,Robin and Marian (1976),Adventure|Drama|Romance,"['Adventure', 'Drama', 'Romance']",adventure drama romance,Robin and Marian,1976.0,,adventure drama romance adventure drama romance
5500,Top Secret! (1984),Comedy,['Comedy'],comedy,Top Secret!,1984.0,,comedy comedy
5501,"Master of Disguise, The (2002)",Comedy|Mystery,"['Comedy', 'Mystery']",comedy mystery,"Master of Disguise, The",2002.0,,comedy mystery comedy mystery
5502,Signs (2002),Horror|Sci-Fi|Thriller,"['Horror', 'Sci-Fi', 'Thriller']",horror scifi thriller,Signs,2002.0,aliens,horror scifi thriller horror scifi thriller aliens
5503,"Last Kiss, The (Ultimo bacio, L') (2001)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",comedy drama romance,"Last Kiss, The (Ultimo bacio, L')",2001.0,,comedy drama romance comedy drama romance
5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children,"['Adventure', 'Children']",adventure children,Spy Kids 2: The Island of Lost Dreams,2002.0,,adventure children adventure children
